@RELATION interaction
 
@ATTRIBUTE C0 NUMERIC
@ATTRIBUTE C1 NUMERIC
@ATTRIBUTE C2 NUMERIC
@ATTRIBUTE C3 NUMERIC
@ATTRIBUTE TP {C0, C1, C2, C3}


@DATA
2.77,28.9,0.99,2.5,C1
2.72,3.5,3.7,2.47,C1
9.98,3.39,2.62,2.35,C1
5.32,83.54,6.62,2.36,C1
0.0,0.0,0.0,17.73,C0
4.8,0.0,0.78,2.32,C0
23.31,40.06,13.17,11.91,C1
1.28,17.97,1.81,9.49,C1
1.37,0.0,1.67,2.46,C2
1.13,31.64,1.67,2.37,C1
4.96,3.23,2.44,10.87,C2
9.48,0.0,0.96,5.04,C2
1.32,33.91,0.92,4.64,C1
5.27,34.27,2.41,0.92,C1
7.39,4.1,5.53,8.85,C2
13.11,0.0,0.89,38.09,C1
2.6,0.0,1.82,2.29,C2
14.88,0.0,1.87,2.5,C0
4.09,0.0,0.0,9.91,C3
4.92,0.0,0.0,24.76,C0
2.58,0.0,3.63,2.23,C0
1.01,28.55,5.27,14.57,C3
8.01,0.0,0.95,2.43,C2
3.76,3.28,2.79,4.88,C1
3.96,0.0,0.0,14.64,C0
3.88,26.9,3.6,2.26,C2
2.14,0.0,2.11,4.0,C2
15.44,0.0,2.76,14.07,C0
2.64,0.0,0.0,6.62,C0
6.27,0.0,0.79,10.81,C0
3.88,66.11,7.31,4.75,C0
0.24,0.0,0.0,2.18,C0
4.01,15.32,1.87,2.44,C1
23.2,0.0,0.0,14.48,C2
17.22,21.11,6.72,23.82,C1
10.83,0.0,0.0,17.35,C3
2.73,41.09,2.93,2.53,C1
6.7,35.1,2.79,11.29,C1
1.12,0.0,0.0,20.18,C2
5.37,0.0,0.88,2.46,C2
1.36,3.76,2.68,4.73,C1
2.66,7.83,3.73,2.44,C2
2.46,6.16,1.71,2.44,C1
19.13,0.0,0.0,17.33,C2
13.9,75.36,9.17,28.37,C1
5.63,12.5,7.82,4.99,C2
1.32,19.44,1.83,4.84,C1
0.0,0.0,0.0,22.49,C3
5.45,0.0,0.92,17.53,C1
2.4,0.0,3.31,18.85,C3
2.74,71.36,0.95,2.48,C1
1.29,15.36,2.74,2.49,C1
0.0,0.0,0.0,34.02,C3
1.05,40.87,2.21,4.67,C1
4.32,0.0,0.0,9.88,C0
0.0,0.0,0.0,46.99,C3
5.04,80.56,14.61,11.07,C0
3.88,26.32,5.55,2.39,C2
2.75,7.79,3.77,2.32,C2
3.95,17.77,3.59,2.47,C1
5.68,0.0,1.57,2.13,C0
10.8,0.0,7.85,7.98,C2
4.16,11.84,0.97,5.04,C1
5.55,0.0,0.0,16.24,C3
3.93,18.11,1.81,2.46,C1
4.46,0.0,0.0,4.43,C2
2.64,43.05,8.11,4.95,C1
4.02,28.57,0.98,2.5,C1
8.3,4.12,3.85,2.52,C1
6.65,0.0,8.1,2.51,C0
49.85,0.0,9.65,34.82,C0
2.57,0.0,0.0,18.95,C0
2.75,23.88,1.86,5.0,C1
2.53,17.56,0.85,4.85,C1
2.74,16.12,3.8,2.51,C2
3.29,41.31,2.91,4.25,C1
10.48,0.0,0.0,18.23,C3
1.21,11.81,0.91,6.68,C1
1.3,0.0,3.27,2.26,C1
2.31,72.2,1.67,2.29,C2
3.95,41.64,0.75,37.53,C1
5.46,78.23,5.67,2.46,C2
26.35,0.0,2.57,11.76,C2
2.74,8.16,0.98,2.52,C1
5.28,0.0,0.0,3.84,C0
3.4,0.0,0.83,7.16,C2
3.12,7.15,1.75,13.28,C3
2.29,22.23,1.63,1.85,C1
9.17,0.0,0.93,2.47,C0
2.59,3.54,1.89,2.16,C1
7.64,7.2,0.84,12.14,C1
3.88,0.0,0.0,6.54,C0
2.58,0.0,1.43,2.33,C2
1.25,31.78,1.57,4.92,C1
2.57,0.0,1.71,34.02,C2
6.62,0.0,0.0,7.33,C0
2.67,15.55,1.85,4.83,C1
26.31,83.6,12.65,25.38,C0
2.84,0.0,0.48,6.46,C0
1.22,2.9,1.58,2.2,C2
2.95,4.71,6.48,3.98,C2
3.77,2.98,9.83,4.93,C2
16.6,0.0,0.97,30.1,C2
0.0,0.0,0.0,15.21,C3
2.67,50.35,3.43,2.44,C1
4.1,23.91,2.85,2.54,C1
2.73,16.28,2.91,2.52,C1
2.78,32.55,2.91,2.55,C1
8.0,3.7,4.71,2.41,C2
5.46,7.78,0.91,2.45,C1
5.24,0.0,3.79,39.23,C2
0.43,11.49,2.6,0.94,C2
6.66,0.0,0.0,11.97,C0
2.55,0.0,0.0,28.55,C3
3.85,0.0,0.0,8.71,C0
1.32,6.35,3.38,2.41,C1
2.65,0.0,0.0,12.29,C0
17.89,0.0,0.96,2.39,C2
0.0,0.0,0.0,7.87,C3
1.3,51.62,1.84,4.88,C1
2.65,4.01,3.76,2.24,C1
0.9,0.0,0.0,26.1,C3
6.99,44.42,6.83,7.59,C1
1.22,15.25,1.63,1.98,C1
2.67,27.62,2.82,2.44,C1
11.01,3.46,8.36,4.52,C2
0.71,0.0,0.0,2.55,C0
6.81,0.0,0.0,20.38,C0
2.74,19.44,1.93,7.17,C1
23.68,7.22,4.47,11.72,C1
2.45,0.0,2.99,4.15,C2
4.04,12.05,1.92,2.51,C1
1.36,3.83,0.85,21.79,C2
30.01,24.55,38.44,36.67,C1
6.59,0.0,0.0,14.65,C0
1.35,0.0,3.06,14.39,C2
3.77,3.67,3.52,4.71,C2
2.51,8.39,2.63,19.33,C2
1.36,0.0,0.0,21.32,C2
0.87,0.0,0.0,16.58,C3
3.95,0.0,0.0,2.41,C0
2.45,0.0,0.0,20.72,C0
19.57,0.0,0.99,10.01,C2
1.32,3.97,1.85,2.15,C1
2.51,0.0,0.72,7.23,C1
2.58,0.0,2.97,2.22,C2
7.0,0.0,0.0,20.13,C0
5.44,0.0,0.42,8.2,C2
2.52,0.0,2.22,26.29,C0
2.15,0.0,0.0,21.02,C3
1.91,51.97,0.65,6.53,C1
4.06,0.0,0.96,4.91,C0
15.49,0.0,3.69,11.95,C0
2.18,3.04,0.78,2.09,C1
8.12,0.0,0.0,17.12,C0
3.53,0.0,0.58,2.15,C0
0.96,0.0,0.0,7.38,C2
0.0,0.0,0.0,30.28,C3
0.0,0.0,0.0,20.0,C3
23.63,0.0,0.9,19.04,C0
13.85,0.0,9.81,4.68,C2
40.82,0.0,9.7,27.5,C3
5.3,25.68,0.9,22.1,C1
1.24,0.0,0.0,6.85,C0
2.13,0.0,0.0,5.75,C3
2.54,0.0,0.0,4.66,C2
2.69,11.62,0.97,12.47,C1
4.06,15.24,0.96,2.53,C1
10.91,0.0,4.7,19.63,C0
3.7,3.48,2.63,6.27,C3
1.19,7.15,4.0,8.36,C2
3.87,11.04,2.74,9.27,C0
2.51,27.24,11.29,2.45,C2
9.6,19.95,1.8,42.51,C1
16.45,0.0,0.0,45.09,C0
2.86,0.0,1.35,2.16,C0
5.11,0.0,1.82,2.25,C2
4.07,0.0,0.0,7.19,C2
0.0,0.0,0.0,24.19,C3
2.65,15.5,2.74,2.48,C1
17.18,3.4,1.65,34.95,C1
2.13,0.0,0.55,22.81,C3
7.32,41.02,8.13,9.32,C2
2.67,7.63,0.93,19.51,C1
0.0,0.0,0.0,30.04,C3
5.28,0.0,0.0,14.52,C2
2.68,13.85,3.69,2.34,C1
3.64,0.0,0.0,30.35,C0
2.77,60.63,24.12,4.92,C1
22.2,0.0,3.69,2.44,C0
11.61,0.0,0.88,4.03,C0
5.36,0.0,0.0,17.41,C0
3.6,0.0,0.0,13.44,C0
2.33,3.04,0.8,11.66,C1
0.0,0.0,0.0,4.67,C3
1.35,75.17,1.85,2.42,C1
14.67,0.0,0.0,11.41,C0
2.65,0.0,0.0,43.71,C3
17.8,16.34,2.88,43.5,C1
7.22,0.0,0.0,34.05,C0
5.48,0.0,0.0,17.31,C0
4.05,0.0,6.76,2.45,C0
6.05,0.0,3.74,8.16,C2
0.0,0.0,0.0,3.09,C0
5.25,0.0,7.73,2.52,C2
4.56,26.0,1.79,23.75,C1
11.53,0.0,1.86,12.3,C2
8.65,0.0,6.17,16.71,C1
15.72,4.07,2.82,14.54,C1
1.04,0.0,0.0,13.78,C3
1.71,73.47,7.28,1.31,C2
6.42,0.0,0.0,7.3,C2
8.17,0.0,8.65,4.96,C0
7.07,0.0,0.0,13.0,C0
0.0,0.0,0.0,22.81,C3
4.92,0.0,1.72,7.91,C2
13.77,32.96,3.89,12.44,C1
0.0,0.0,0.0,15.46,C0
4.79,16.15,3.56,14.35,C1
0.0,0.0,0.0,31.28,C3
5.25,0.0,0.0,2.52,C0
12.81,7.65,10.83,13.79,C0
2.68,0.0,1.78,2.16,C2
2.7,0.0,0.84,2.49,C2
2.62,0.0,0.86,2.47,C2
0.81,0.0,0.0,22.82,C3
2.44,0.0,0.0,13.48,C3
15.25,0.0,2.93,2.56,C2
4.74,5.9,1.49,2.22,C1
3.79,18.28,1.9,4.61,C1
6.85,0.0,2.89,31.05,C0
2.41,2.94,0.78,21.15,C1
0.0,0.0,0.0,37.55,C3
0.0,0.0,0.0,24.27,C3
2.8,12.08,3.94,2.52,C1
3.46,10.24,0.88,2.35,C1
4.33,0.0,0.0,15.25,C0
5.94,0.0,0.0,14.85,C3
2.68,0.0,4.68,2.48,C2
2.25,0.0,2.93,2.12,C2
11.08,0.0,11.6,5.01,C2
18.14,0.0,3.42,9.09,C0
1.33,58.53,2.83,2.38,C1
2.56,0.0,0.0,14.05,C2
2.53,14.99,1.81,2.38,C1
0.68,12.95,0.46,0.85,C1
4.1,3.98,1.89,2.46,C1
1.37,34.01,2.69,2.54,C1
9.6,0.0,2.31,33.56,C2
1.72,0.0,0.0,10.68,C0
4.01,15.92,1.95,4.84,C1
2.64,43.13,5.48,4.86,C1
0.42,0.0,0.0,23.46,C3
4.08,0.0,1.93,2.37,C2
3.97,0.0,1.94,2.53,C1
16.23,22.9,4.98,4.48,C1
3.79,43.08,4.66,7.43,C2
2.33,0.68,0.53,2.06,C2
1.15,0.0,0.0,23.27,C3
6.8,0.0,0.95,7.23,C2
7.59,24.55,0.91,38.29,C1
11.59,0.0,0.88,35.99,C1
2.67,46.34,6.49,4.95,C2
8.55,0.0,0.0,12.28,C2
9.26,26.38,4.45,11.25,C0
0.92,0.0,0.0,7.02,C0
2.6,35.31,2.83,37.9,C3
0.0,0.0,0.0,10.74,C0
2.61,0.0,0.0,11.57,C2
1.17,10.42,2.45,2.18,C1
8.17,3.98,0.95,25.02,C1
0.0,0.0,0.0,17.46,C3
2.67,11.3,0.87,2.45,C1
1.36,0.0,0.0,35.24,C3
1.12,37.48,4.86,21.11,C2
0.0,0.0,0.0,23.82,C0
2.77,3.61,3.76,5.11,C1
3.94,0.0,2.77,4.86,C1
22.97,0.0,0.0,25.36,C0
5.68,0.0,1.08,9.93,C0
1.36,0.0,0.91,2.38,C0
2.14,0.0,0.0,1.8,C0
3.86,0.0,1.66,2.3,C2
0.0,0.0,0.0,16.64,C0
0.0,0.0,0.0,22.89,C3
3.8,3.81,2.7,2.41,C1
0.03,16.45,0.17,0.01,C1
4.54,44.22,4.29,8.64,C1
4.03,0.0,0.92,2.38,C2
2.78,0.0,0.0,20.29,C3
2.67,0.0,0.93,2.37,C2
15.18,0.0,3.89,39.99,C1
0.0,0.0,1.84,0.48,C2
9.54,43.59,4.67,2.56,C2
8.38,0.0,0.0,5.13,C0
3.91,7.17,1.85,2.38,C2
3.69,9.82,1.58,12.24,C1
2.61,7.49,0.92,2.42,C1
3.09,3.69,0.67,18.06,C1
1.33,0.0,0.0,2.46,C2
1.91,1.54,0.0,9.69,C0
1.34,15.67,3.61,2.33,C1
1.38,19.36,3.81,14.94,C2
24.34,0.0,17.78,4.97,C0
1.27,30.38,0.91,23.83,C1
0.0,0.0,0.0,27.57,C3
14.61,0.0,0.82,12.24,C0
8.49,0.0,3.4,2.34,C2
7.32,0.0,2.55,2.42,C2
0.0,0.0,0.0,28.86,C3
3.61,31.83,4.47,9.57,C1
4.98,0.0,0.0,11.29,C3
2.46,28.37,3.38,9.98,C1
3.49,0.0,2.34,29.14,C2
2.34,28.2,0.78,2.15,C1
10.54,0.0,0.0,12.0,C3
20.37,0.0,0.0,16.52,C2
1.31,12.01,2.83,12.19,C1
1.35,0.0,0.0,21.12,C3
10.87,0.0,0.0,4.96,C2
1.35,0.0,1.84,4.9,C1
11.99,12.07,0.89,35.59,C1
1.27,0.0,0.0,28.99,C3
12.21,11.74,27.36,2.35,C1
3.98,0.0,3.77,2.48,C2
1.33,7.48,2.79,2.5,C1
4.11,64.14,0.93,2.46,C1
1.12,0.0,0.0,32.43,C0
3.8,0.0,3.18,2.39,C2
3.39,3.0,4.0,9.06,C1
0.0,0.0,0.0,4.16,C3
3.44,7.6,2.51,2.5,C1
4.12,57.48,4.7,12.27,C0
5.34,27.43,3.32,4.37,C1
10.35,3.79,0.85,36.96,C1
2.56,0.0,0.0,4.46,C3
4.1,11.94,2.86,2.49,C1
2.77,57.23,2.93,2.52,C2
20.7,5.83,1.52,18.15,C1
2.18,7.46,1.77,2.37,C1
2.71,63.5,7.57,12.19,C1
30.01,24.55,38.44,36.67,C1
2.54,50.1,4.64,2.37,C1
1.3,7.08,4.02,2.38,C1
1.25,0.0,0.0,17.44,C2
24.45,0.0,0.92,14.83,C2
6.1,11.46,2.7,9.09,C2
0.0,0.0,0.0,29.13,C3
3.17,0.0,0.0,5.71,C0
2.65,7.97,3.75,24.17,C1
3.83,0.0,4.3,4.9,C2
4.05,0.0,0.0,17.31,C2
4.18,0.0,0.0,5.02,C3
2.77,32.43,0.96,2.5,C1
3.86,3.48,4.36,4.78,C2
3.98,31.01,0.88,38.13,C1
1.37,0.0,0.0,13.22,C3
2.5,0.0,8.81,20.31,C2
6.01,0.0,0.64,1.68,C2
1.13,56.03,6.03,4.3,C1
2.66,0.0,0.0,39.38,C3
2.11,21.25,4.96,1.95,C2
0.0,0.0,0.0,15.0,C3
0.0,0.0,0.0,10.15,C3
3.98,0.0,2.82,2.44,C2
7.45,0.0,2.6,4.61,C1
2.69,0.0,8.27,2.35,C0
8.52,11.4,1.36,17.12,C1
2.67,0.0,0.0,6.97,C2
0.0,0.0,0.0,15.96,C0
2.64,39.14,4.71,10.35,C2
6.67,23.38,0.93,7.23,C1
2.73,0.0,4.72,5.02,C2
2.69,0.0,0.0,12.23,C0
4.73,0.0,0.97,7.98,C2
2.6,0.0,0.0,2.21,C0
6.24,0.0,0.0,2.48,C0
38.18,0.0,5.63,12.1,C2
4.7,0.0,1.7,2.29,C0
3.85,3.83,1.61,4.65,C2
0.0,0.0,0.0,16.06,C3
4.08,0.0,0.0,2.27,C0
20.87,0.0,8.03,9.41,C0
1.34,0.0,0.0,27.1,C0
4.15,0.0,0.0,2.5,C0
1.79,40.66,0.58,3.52,C1
2.47,0.0,0.0,29.97,C3
1.25,27.47,3.65,4.78,C2
15.65,7.91,2.8,40.16,C1
0.0,0.0,0.0,84.41,C3
7.99,0.0,0.0,12.34,C0
2.39,8.92,0.82,2.11,C1
3.88,0.0,0.89,10.01,C1
0.0,0.0,0.0,11.49,C3
0.0,0.0,0.0,21.47,C0
6.61,0.0,0.0,2.45,C2
0.0,0.0,0.0,27.87,C0
2.68,0.0,0.0,26.66,C0
16.53,40.57,5.69,9.88,C3
5.24,0.0,4.64,2.46,C2
1.29,0.0,0.0,27.47,C3
1.38,8.2,2.73,15.9,C1
3.98,0.0,0.0,2.38,C0
1.33,0.0,5.62,2.33,C2
2.77,16.0,2.85,4.9,C1
5.09,0.0,2.72,2.25,C2
2.61,3.88,4.54,2.24,C2
6.35,0.0,1.7,2.33,C0
1.33,0.0,0.0,2.43,C0
5.38,0.0,4.52,7.29,C1
0.85,0.0,0.0,30.02,C3
0.65,0.0,1.53,15.57,C2
2.21,0.0,0.0,1.94,C0
3.63,9.66,1.63,27.11,C1
2.56,0.0,0.0,11.58,C0
1.36,18.55,0.96,2.52,C1
8.24,0.0,0.0,11.29,C0
2.7,12.02,0.93,2.44,C1
16.31,0.0,0.88,7.54,C2
1.4,0.0,0.0,10.03,C3
5.21,0.0,0.0,34.13,C3
14.91,15.76,8.42,4.95,C1
4.32,0.0,0.63,7.93,C0
44.37,44.62,16.57,30.29,C2
3.6,0.0,1.7,2.32,C1
1.21,6.78,1.65,2.03,C1
2.65,15.67,6.46,2.5,C2
4.23,0.0,0.82,1.84,C0
1.35,65.7,0.96,38.48,C1
0.86,0.0,0.0,14.96,C3
1.35,0.0,0.94,2.49,C2
1.0,0.0,0.0,18.3,C0
7.6,11.97,10.41,2.42,C1
18.58,11.76,3.56,40.94,C1
0.21,0.0,0.0,22.08,C3
0.45,0.05,0.05,4.64,C2
5.96,18.14,6.76,7.15,C1
7.53,0.0,0.0,25.19,C2
0.0,0.0,0.0,11.26,C3
1.2,21.79,0.85,6.86,C1
1.16,34.41,2.37,2.16,C1
10.61,0.0,1.89,10.05,C2
2.38,18.66,1.67,2.34,C1
5.16,0.0,1.93,25.85,C0
11.73,11.32,11.77,2.42,C1
1.25,18.0,1.78,4.87,C1
11.44,16.91,2.52,9.65,C1
7.89,0.0,1.72,2.46,C2
13.6,0.0,4.37,2.47,C0
1.15,0.0,1.91,25.74,C2
4.19,0.0,1.26,18.61,C0
5.93,6.96,3.42,25.75,C1
18.96,0.0,0.0,4.76,C0
17.79,0.0,0.0,7.44,C0
5.07,52.52,9.59,2.23,C2
6.14,0.0,1.62,2.33,C0
8.28,0.0,4.87,5.09,C2
2.68,12.08,2.87,2.5,C1
2.59,0.0,0.0,0.06,C3
1.19,0.0,1.6,22.25,C2
2.58,0.0,0.9,14.27,C1
22.14,0.0,0.0,6.86,C0
5.25,7.85,8.05,4.88,C1
2.78,16.39,2.9,2.55,C1
0.0,0.0,0.0,24.78,C0
13.88,0.0,0.0,59.66,C0
1.36,3.92,1.87,2.37,C1
0.86,0.0,0.0,8.78,C0
1.36,0.0,5.73,2.44,C2
1.01,0.0,1.34,8.67,C1
12.95,0.0,4.03,6.82,C0
1.32,9.88,2.76,2.48,C1
1.32,3.6,2.68,4.46,C1
2.5,14.99,2.69,28.96,C1
6.72,0.0,0.0,27.08,C2
0.0,0.0,0.0,24.17,C3
13.78,0.0,0.0,32.2,C3
0.0,0.0,0.0,13.82,C0
10.35,0.0,0.0,42.53,C2
1.25,20.32,0.92,27.01,C3
2.76,0.0,0.96,10.56,C2
17.76,0.0,7.65,7.42,C1
1.37,15.59,0.95,4.84,C1
5.61,22.39,8.64,1.96,C2
6.62,0.0,0.95,12.44,C2
2.67,0.0,0.0,24.52,C0
0.0,0.0,0.0,2.22,C0
2.59,4.5,2.57,18.0,C1
1.3,0.0,5.06,4.48,C2
2.67,0.0,0.0,7.99,C0
2.68,1.86,2.46,6.94,C1
3.91,84.5,4.81,17.25,C2
17.81,0.0,3.88,17.67,C0
3.83,55.0,1.84,2.44,C1
2.76,0.0,1.74,2.49,C2
12.7,11.03,5.15,40.2,C1
9.42,0.0,3.74,31.92,C0
2.74,0.0,2.84,2.49,C2
2.29,0.0,0.0,14.74,C3
5.48,28.48,6.7,4.89,C2
3.53,0.0,0.0,2.21,C0
25.72,11.32,14.2,4.93,C0
1.33,0.0,2.67,2.38,C2
11.01,7.77,5.76,7.51,C1
3.81,7.02,3.59,2.35,C0
1.06,0.0,0.0,23.48,C2
1.45,10.57,1.27,4.32,C1
1.39,32.77,25.4,2.51,C1
2.07,3.53,5.17,2.24,C2
1.1,28.7,1.73,19.32,C1
6.44,0.0,0.0,2.13,C0
4.83,3.07,0.8,19.42,C1
2.51,0.0,0.0,34.13,C2
14.91,0.0,0.0,44.03,C0
9.21,41.48,3.97,5.85,C1
1.34,3.86,0.95,5.03,C1
0.0,0.0,0.0,21.9,C3
1.35,0.0,1.8,14.22,C2
0.0,0.0,0.0,0.0,C3
2.58,0.0,0.89,16.38,C2
2.65,0.0,1.75,2.46,C2
4.08,0.0,0.0,2.52,C2
2.58,3.57,2.71,9.44,C1
3.91,0.0,0.8,33.98,C2
2.69,22.78,3.52,4.8,C1
2.65,48.39,5.45,2.38,C2
8.9,3.52,0.81,23.51,C2
14.43,0.0,0.0,35.67,C0
3.82,11.48,7.28,2.36,C2
2.63,47.17,10.23,2.44,C2
1.38,0.0,3.84,5.05,C2
6.77,0.0,0.34,19.75,C3
8.86,3.69,2.48,2.36,C1
2.77,4.07,5.83,9.96,C2
4.97,3.83,3.54,4.91,C1
1.98,2.7,1.44,17.95,C1
8.33,0.0,0.0,30.07,C0
0.0,0.0,0.0,21.88,C0
2.68,3.83,1.82,16.59,C2
5.71,0.0,0.0,23.91,C0
0.63,0.0,0.0,2.82,C0
0.0,0.0,0.0,11.53,C3
17.88,0.0,1.96,18.67,C3
1.35,0.0,0.0,2.38,C2
1.24,26.17,1.69,2.47,C1
4.69,3.75,2.54,6.52,C1
8.34,0.0,2.68,20.27,C2
2.73,20.07,1.93,2.54,C1
7.75,7.21,7.21,2.4,C0
0.71,0.0,0.0,4.45,C1
4.81,0.0,0.0,6.86,C0
1.37,3.92,1.73,7.25,C1
1.29,11.32,0.88,4.79,C1
1.11,76.75,10.98,4.68,C2
2.75,24.53,3.89,4.93,C2
26.62,0.0,0.0,17.02,C0
1.33,3.98,2.81,14.76,C1
12.79,0.0,0.0,33.26,C0
7.66,0.0,0.0,37.89,C0
9.63,27.95,5.61,44.88,C1
12.29,0.0,0.0,38.27,C0
1.16,0.0,0.0,16.7,C0
1.31,71.27,1.71,16.71,C2
2.52,59.03,4.53,2.34,C1
16.36,0.0,6.5,4.73,C2
2.42,0.0,0.0,26.15,C3
13.02,20.39,3.24,2.31,C1
10.66,16.17,4.8,12.23,C0
0.91,22.48,3.2,12.11,C1
2.36,69.01,8.56,2.1,C1
3.61,3.31,0.84,2.3,C1
2.53,23.04,1.83,2.44,C1
6.07,25.96,2.68,9.15,C1
4.16,0.0,0.83,11.53,C0
2.72,24.2,2.92,5.02,C1
12.56,0.0,0.88,37.97,C0
9.13,0.29,4.61,3.78,C1
0.0,0.0,0.0,34.77,C3
1.34,22.57,1.83,2.47,C1
6.75,4.04,0.98,9.99,C1
4.89,0.0,0.88,11.32,C2
0.0,0.0,0.0,17.99,C0
1.38,0.0,2.34,10.05,C1
5.31,17.94,4.45,4.89,C1
5.41,51.05,0.87,14.46,C1
22.48,0.0,0.92,12.18,C0
4.73,0.0,2.63,2.31,C0
0.44,0.0,0.0,3.22,C0
7.3,0.0,0.0,16.54,C3
2.57,23.61,3.67,2.43,C1
2.81,0.0,0.0,5.86,C0
1.37,0.0,0.83,2.52,C2
4.05,0.0,6.52,36.75,C2
2.61,0.0,0.0,2.33,C2
2.57,17.96,3.32,3.22,C1
0.7,0.0,0.0,3.18,C3
6.58,0.0,0.0,22.34,C3
15.27,0.0,2.63,28.86,C0
0.0,0.0,0.0,2.17,C0
11.38,0.0,5.25,2.33,C0
1.25,27.74,1.47,4.46,C1
0.0,0.0,0.0,19.62,C3
22.96,0.0,0.0,61.98,C0
2.57,23.84,13.06,37.0,C1
4.2,37.16,12.63,2.55,C0
1.26,12.43,2.46,2.3,C1
3.54,14.33,3.04,8.96,C1
2.77,38.32,3.78,2.54,C2
2.51,29.41,0.84,6.68,C1
10.25,0.0,0.0,2.49,C3
10.36,0.0,0.0,37.05,C0
2.45,0.0,0.0,15.04,C0
2.77,0.0,0.0,2.52,C0
6.9,24.43,8.61,12.57,C1
1.75,0.0,2.88,21.67,C0
9.25,0.0,0.0,40.81,C0
3.35,0.0,1.46,4.52,C2
0.0,0.0,0.0,0.89,C0
3.95,0.0,1.79,4.82,C2
6.4,0.0,0.0,26.75,C3
12.28,41.28,1.43,8.95,C1
1.93,0.0,0.0,35.32,C0
7.86,42.13,5.65,2.37,C0
1.83,0.0,0.0,8.91,C3
4.48,0.0,3.35,2.07,C2
4.52,0.0,3.21,2.32,C2
2.74,3.75,3.65,10.87,C1
2.55,8.01,0.92,27.85,C1
2.72,15.95,11.32,2.46,C1
1.17,0.0,1.87,4.29,C2
8.04,0.0,0.0,29.17,C0
4.82,33.93,0.85,14.98,C2
7.99,12.33,3.17,8.74,C2
3.44,0.0,0.82,3.94,C2
2.68,0.0,2.81,2.43,C2
1.32,60.93,1.79,2.46,C1
0.0,0.0,0.0,3.67,C0
0.23,0.0,0.0,1.76,C0
2.91,63.88,3.89,6.17,C1
1.06,0.0,0.0,11.85,C3
3.44,10.08,0.8,4.42,C1
2.6,0.0,2.65,19.36,C2
1.38,32.13,4.79,5.01,C2
7.14,0.0,0.0,23.86,C3
8.06,8.78,1.67,9.55,C2
2.66,0.0,2.8,2.5,C0
4.13,31.28,10.41,7.53,C1
16.69,0.0,12.63,5.04,C2
9.5,9.59,0.64,10.0,C1
2.68,0.0,5.48,9.71,C2
2.49,0.0,0.0,30.52,C0
3.59,0.0,2.51,2.31,C2
2.28,9.45,0.9,1.5,C1
2.84,0.0,0.79,14.04,C0
2.51,0.0,0.0,12.3,C0
4.85,3.94,4.34,12.09,C1
45.76,68.42,9.73,40.46,C1
13.38,20.36,5.02,18.94,C1
1.25,18.2,5.17,34.29,C3
2.52,10.5,1.69,2.35,C1
5.71,18.5,6.97,8.97,C2
1.35,0.0,1.77,2.51,C2
1.35,0.0,0.0,4.67,C0
6.92,0.0,1.94,5.06,C3
1.35,7.82,1.9,29.82,C1
1.25,0.0,0.9,4.97,C2
6.17,18.88,1.77,21.25,C1
13.96,0.0,1.86,18.5,C3
2.75,0.0,0.0,12.37,C0
1.28,0.0,0.69,2.12,C2
3.97,0.0,1.93,14.87,C1
4.63,0.0,0.66,34.97,C1
8.11,0.0,0.0,4.92,C2
2.49,31.16,1.9,2.35,C1
5.47,15.87,1.93,5.04,C1
3.31,0.0,0.0,5.21,C0
2.73,71.24,2.85,19.66,C0
4.46,3.7,2.76,6.64,C2
5.42,0.0,0.0,15.53,C0
13.96,0.0,4.59,27.49,C0
2.74,7.63,0.89,14.77,C1
3.88,23.31,0.94,8.86,C1
5.46,0.0,2.34,9.98,C1
1.18,9.56,1.36,4.58,C1
1.34,29.98,1.71,35.04,C1
13.21,0.0,0.0,81.95,C3
5.48,0.0,0.0,17.64,C2
15.01,0.0,0.96,9.85,C0
15.1,12.23,7.68,17.65,C2
2.72,34.78,2.84,2.5,C1
0.0,0.0,0.0,2.19,C0
3.76,0.0,4.97,2.33,C2
2.43,42.94,0.74,29.77,C1
1.12,0.0,3.18,13.42,C2
1.77,0.0,0.17,2.02,C2
2.66,0.0,1.89,4.86,C2
0.0,0.0,0.0,14.4,C3
2.49,3.6,0.85,2.3,C1
0.0,0.0,0.0,15.77,C3
2.52,0.0,0.0,39.66,C0
2.67,7.63,3.57,2.44,C1
0.69,0.0,0.0,18.03,C3
0.62,0.0,1.5,1.33,C2
2.23,0.0,0.0,22.82,C3
8.52,0.0,2.97,8.49,C0
1.75,0.0,4.67,7.14,C2
4.09,0.0,0.94,7.58,C2
2.59,0.0,0.0,7.27,C3
2.34,84.3,15.1,1.54,C2
5.42,0.0,0.0,29.74,C0
0.0,0.0,0.0,2.37,C0
5.07,3.67,2.73,2.33,C1
0.0,0.0,0.0,31.96,C3
1.35,0.0,0.95,2.44,C2
21.68,0.0,8.45,44.47,C0
7.81,3.74,9.21,4.79,C2
1.32,0.0,0.89,26.13,C2
1.27,3.4,1.46,4.79,C1
13.78,14.75,5.34,37.68,C1
9.29,0.0,0.0,12.07,C0
3.85,57.18,2.76,2.28,C1
3.81,11.08,2.64,9.8,C1
6.5,0.0,0.0,23.34,C0
6.97,0.0,0.0,23.72,C0
1.37,23.75,3.81,9.14,C1
14.53,0.0,0.0,4.21,C2
1.39,11.8,0.92,19.87,C1
2.34,0.0,0.86,2.23,C2
13.35,0.0,0.96,27.4,C2
24.56,0.0,1.82,14.89,C2
